ASFIndex,DATE,TIME,E,N,KP,DEPTH,ALT,GYRO,PITCH,ROLL,CP,FG,DCC
10:51.9,3/5/2019,12:35:29,249067.45,947907.05,64.506,118.6,1.3,319.3,-5.7,-1.4,-1055,0,3.573
10:52.9,3/5/2019,12:35:30,249067.25,947907.26,64.507,118.6,1.3,319.2,-5.3,-1.5,-1055,0,3.544
10:53.9,3/5/2019,12:35:31,249067.3,947907.93,64.507,118.6,1.2,319.1,-5.3,-1.5,-1055,0,4.003
10:54.9,3/5/2019,12:35:32,249067.09,947908.11,64.507,118.9,1.2,319.1,-5.4,-1.4,-1055,0,3.947
10:55.9,3/5/2019,12:35:33,249066.38,947907.51,64.507,118.6,1.2,319.1,-5.5,-1,-1055,0,3.014
10:56.9,3/5/2019,12:35:34,249066.08,947907.35,64.507,119.1,1.2,319.2,-5.4,-1.2,-1055,0,2.674
10:57.9,3/5/2019,12:35:35,249065.93,947907.6,64.508,119,1.2,319.2,-5.3,-1.4,-1055,0,2.708
10:58.9,3/5/2019,12:35:36,249066.55,947908.34,64.508,118.7,1.2,319.2,-5.2,-1.3,-1055,0,3.654
10:59.9,3/5/2019,12:35:37,249066.34,947908.55,64.508,119,1.3,319.1,-5.3,-1,-1055,0,3.619
11:00.9,3/5/2019,12:35:38,249066.11,947909.25,64.509,119.9,1.2,319.1,-5.4,-1.4,-1055,0,3.874
11:01.9,3/5/2019,12:35:39,249065.89,947909.45,64.509,118.7,1.2,319.3,-5.5,-1.1,-1055,0,3.819
11:02.9,3/5/2019,12:35:40,249065.28,947909.27,64.509,119,1.2,319.7,-5.3,-0.7,-1055,0,3.228
11:03.9,3/5/2019,12:35:41,249065.12,947909.44,64.51,118.8,1.3,319.9,-5.1,-0.7,-1055,0,3.201
11:04.9,3/5/2019,12:35:42,249065.17,947909,64.509,119,1.2,319.8,-5.2,-0.9,-1055,0,2.974
11:05.9,3/5/2019,12:35:43,249064.99,947909.22,64.509,119,1.2,319.6,-5.2,-0.7,-1055,0,2.972
11:06.9,3/5/2019,12:35:44,249065.13,947909.94,64.51,119.3,1.2,319.5,-5.5,-0.7,-1055,0,3.522
11:07.9,3/5/2019,12:35:45,249064.76,947910.66,64.511,118.9,1.2,319.4,-5.6,-1.3,-1055,0,3.674
11:08.9,3/5/2019,12:35:46,249064.6,947910.82,64.511,118.6,1.2,319.4,-5.5,-0.6,-1055,0,3.64
11:09.9,3/5/2019,12:35:47,249064.48,947910.4,64.511,119,1.2,319.5,-5.5,-0.6,-1055,0,3.286
11:10.9,3/5/2019,12:35:48,249064.33,947910.57,64.511,118.5,1.2,319.5,-5.6,-0.9,-1055,0,3.276
11:11.9,3/5/2019,12:35:49,249064.46,947910.69,64.511,118.7,1.2,319.7,-5.6,-0.6,-1055,0,3.455
11:12.9,3/5/2019,12:35:50,249064.3,947910.9,64.511,119,1.2,319.9,-5.5,-0.6,-1055,0,3.457
11:13.9,3/5/2019,12:35:51,249064.08,947911.54,64.512,118.7,1.3,319.8,-5.4,-0.9,-1055,0,3.678
11:14.9,3/5/2019,12:35:52,249063.92,947911.76,64.512,118.5,50,319.7,-5.6,-1.1,-1055,0,3.684
11:15.9,3/5/2019,12:35:53,249063.77,947912.31,64.513,118.1,1.3,319.6,-5.7,-1.4,-1055,0,3.899
11:16.9,3/5/2019,12:35:54,249063.8,947912.05,64.512,119.7,1.2,319.5,-5.6,-1.3,-1055,0,3.775
11:17.9,3/5/2019,12:35:55,249063.66,947912.2,64.513,118.6,1.3,319.5,-5.3,-0.3,-1055,0,3.751
11:18.9,3/5/2019,12:35:56,249063.36,947912.17,64.513,119.1,1.2,319.5,-5.2,-0.6,-1055,0,3.5
11:19.9,3/5/2019,12:35:57,249063.2,947912.38,64.513,118.8,1.2,319.2,-5.3,-0.8,-1055,0,3.499
11:20.9,3/5/2019,12:35:58,249062.71,947912.87,64.514,118.7,1.2,319.1,-5.7,-0.7,-1055,0,3.408
11:21.9,3/5/2019,12:35:59,249062.58,947913.07,64.514,118.3,1.1,319.2,-5.8,-0.6,-1055,0,3.434
11:22.9,3/5/2019,12:36:00,249062.94,947913.64,64.514,119,1.2,319.3,-5.9,-1.1,-1055,0,4.067
11:23.9,3/5/2019,12:36:01,249062.81,947913.81,64.514,118.5,1.2,319.6,-5.7,-0.9,-1055,0,4.067
11:24.9,3/5/2019,12:36:02,249062.56,947913.66,64.514,118.3,1.2,319.9,-5.8,-0.6,-1055,0,3.775
11:25.9,3/5/2019,12:36:03,249062.4,947913.87,64.515,118.5,1.2,320,-5.8,-0.8,-1055,0,3.783
11:26.9,3/5/2019,12:36:04,249061.8,947913.84,64.515,118.5,1.3,320,-6,-0.9,-1055,0,3.296
11:27.9,3/5/2019,12:36:05,249061.69,947914.47,64.516,118.2,1.3,320,-6.2,-1.1,-1055,0,3.591
11:28.9,3/5/2019,12:36:06,249061.54,947914.65,64.516,118.6,1.2,320,-6.1,-0.9,-1055,0,3.589
11:29.9,3/5/2019,12:36:07,249061.6,947914.76,64.516,118.4,1.3,320.1,-6,-0.8,-1055,0,3.699
11:30.9,3/5/2019,12:36:08,249061.47,947914.97,64.516,120,1.2,320,-5.9,-0.9,-1055,0,3.727
11:31.9,3/5/2019,12:36:09,249061.09,947914.84,64.516,118.7,1.2,319.8,-5.9,-1.1,-1055,0,3.344
11:32.9,3/5/2019,12:36:10,249060.93,947915.05,64.517,118.3,1.2,319.8,-6.1,-0.8,-1055,0,3.349
11:33.9,3/5/2019,12:36:11,249060.75,947915.5,64.517,119,1.1,319.9,-6.1,-1,-1055,0,3.485
11:34.9,3/5/2019,12:36:12,249060.6,947915.73,64.517,118.6,1.2,320.1,-5.9,-1.1,-1055,0,3.508
11:35.9,3/5/2019,12:36:13,249060.61,947916.27,64.518,118.7,1.2,320,-5.4,-0.9,-1055,0,3.848
11:36.9,3/5/2019,12:36:14,249060.45,947916.42,64.518,118.4,1.2,319.9,-5.3,-0.9,-1055,0,3.817
11:37.9,3/5/2019,12:36:15,249060.2,947916.47,64.518,118.5,1.3,319.8,-5.2,-1.2,-1055,0,3.65
11:38.9,3/5/2019,12:36:16,249059.75,947916.33,64.518,118.5,1.3,319.8,-5.3,-1.7,-1055,0,3.204
11:39.9,3/5/2019,12:36:17,249059.62,947916.55,64.519,118.6,1.3,319.9,-5.5,-1.4,-1055,0,3.238
11:40.9,3/5/2019,12:36:18,249059.51,947916.68,64.519,118.7,50,319.9,-5.4,-1.5,-1055,0,3.233
11:41.9,3/5/2019,12:36:19,249059.37,947916.9,64.519,118.4,1.3,319.8,-5.2,-1.2,-1055,0,3.261
11:42.9,3/5/2019,12:36:20,249059.46,947917.83,64.52,118.4,1.2,319.9,-5.3,-1,-1055,0,3.902
11:43.9,3/5/2019,12:36:21,249059.31,947918.04,64.52,118.6,1.2,319.9,-5.1,-0.9,-1055,0,3.911
11:44.9,3/5/2019,12:36:22,249059.21,947917.76,64.52,118.6,1.2,320,-4.9,-0.8,-1055,0,3.655
11:45.9,3/5/2019,12:36:23,249059.01,947917.95,64.52,118.5,1.2,319.9,-4.8,-0.9,-1055,0,3.62
11:46.9,3/5/2019,12:36:24,249057.96,947917.43,64.52,118.4,1.2,319.7,-5,-0.8,-1055,0,2.47
11:47.9,3/5/2019,12:36:25,249057.82,947917.67,64.521,118.6,1.2,319.4,-5.1,-0.9,-1055,0,2.512
11:48.9,3/5/2019,12:36:26,249057.89,947918.34,64.521,118.7,1.4,319.2,-5,-1.2,-1055,0,2.97
11:49.9,3/5/2019,12:36:27,249058.96,947919.26,64.521,120.2,1.3,319.3,-5.1,-1,-1055,0,4.38
11:50.9,3/5/2019,12:36:28,249058.8,947919.46,64.521,119.1,1.2,319.3,-5,-0.8,-1055,0,4.377
11:51.9,3/5/2019,12:36:29,249058.26,947919.03,64.521,118.3,1.2,319.3,-5.2,-0.8,-1055,0,3.69
11:52.9,3/5/2019,12:36:30,249058.05,947919.22,64.522,118.7,1.2,319.4,-5.2,-0.8,-1055,0,3.641
11:53.9,3/5/2019,12:36:31,249056.88,947918.83,64.522,118.4,1.2,319.5,-5.2,-0.6,-1056,0,2.475
11:54.9,3/5/2019,12:36:32,249056.74,947919.05,64.522,117.9,1.2,320.1,-4.8,-0.9,-1055,0,2.5
11:55.9,3/5/2019,12:36:33,249057.27,947919.74,64.523,118.8,1.3,320.3,-4.4,-1.4,-1055,0,3.345
11:56.9,3/5/2019,12:36:34,249057.1,947919.96,64.523,118.5,1.3,320,-4.6,-1.4,-1055,0,3.347
11:57.9,3/5/2019,12:36:35,249057.53,947920.77,64.523,118.3,1.4,319.6,-5.1,-1.3,-1055,0,4.184
11:58.9,3/5/2019,12:36:36,249057.33,947920.96,64.523,118.4,1.3,319.4,-5.2,-1.6,-1055,0,4.142
11:59.9,3/5/2019,12:36:37,249056.66,947920.62,64.524,118.3,1.2,319.5,-5.2,-1.5,-1055,0,3.407
12:00.9,3/5/2019,12:36:38,249056.35,947920.26,64.524,118.8,1.2,319.4,-5.1,-1.3,-1055,0,2.94
12:01.9,3/5/2019,12:36:39,249056.17,947920.46,64.524,118.5,50,319.3,-5.1,-1.1,-1055,0,2.924
12:02.9,3/5/2019,12:36:40,249056.36,947921.41,64.524,118.3,1.2,319.2,-5.2,-1.4,-1055,0,3.658
12:03.9,3/5/2019,12:36:41,249056.2,947921.61,64.525,118.4,1.2,319.2,-5.2,-1.1,-1055,0,3.651
12:04.9,3/5/2019,12:36:42,249056.08,947921.99,64.525,118.6,1.2,319.3,-5.2,-1,-1055,0,3.795
12:05.9,3/5/2019,12:36:43,249055.99,947922.14,64.525,118.2,1.2,319.4,-5.1,-1.1,-1055,0,3.808
12:06.9,3/5/2019,12:36:44,249055.74,947921.39,64.525,119.1,1.3,319.5,-4.9,-1.3,-1055,0,3.151
12:07.9,3/5/2019,12:36:45,249055.6,947921.57,64.525,118.4,1.4,319.5,-5,-1.3,-1055,0,3.149
12:08.9,3/5/2019,12:36:46,249055.41,947922.07,64.526,118.6,1.4,319.4,-5,-1.4,-1055,0,3.314
12:09.9,3/5/2019,12:36:47,249055.31,947922.92,64.526,118.3,1.3,319.3,-5,-1.3,-1055,0,3.758
12:10.9,3/5/2019,12:36:48,249055.21,947923.04,64.526,118.1,1.2,319.3,-5.2,-1,-1055,0,3.75
12:11.9,3/5/2019,12:36:49,249055.05,947922.54,64.526,118.4,1.2,319.4,-5.1,-1,-1055,0,3.317
12:12.9,3/5/2019,12:36:50,249055,947922.69,64.526,119.1,1.2,319.5,-5.2,-1.3,-1055,0,3.365
12:13.9,3/5/2019,12:36:51,249054.98,947922.79,64.526,118.7,1.2,319.9,-5,-1,-1055,0,3.416
12:14.9,3/5/2019,12:36:52,249054.9,947922.91,64.526,118.3,1.1,320.3,-4.9,-0.7,-1055,0,3.429
12:15.9,3/5/2019,12:36:53,249054.65,947923.9,64.527,118.2,1.3,320.1,-4.9,-0.9,-1055,0,3.834
12:16.9,3/5/2019,12:36:54,249054.57,947924,64.528,118.6,1.2,319.8,-5.2,-0.8,-1055,0,3.836
12:17.9,3/5/2019,12:36:55,249054.29,947924.1,64.528,119.3,1.2,319.7,-5.6,-0.8,-1055,0,3.677
12:18.9,3/5/2019,12:36:56,249054.25,947924.16,64.528,118.4,1.2,319.6,-5.8,-1.1,-1055,0,3.686
12:19.9,3/5/2019,12:36:57,249053.94,947923.74,64.528,118.2,1.3,319.7,-5.7,-1.1,-1055,0,3.174
12:20.9,3/5/2019,12:36:58,249053.64,947924.45,64.528,118.4,1.3,319.9,-5.6,-0.9,-1055,0,3.379
12:21.9,3/5/2019,12:36:59,249053.65,947924.56,64.529,118.2,1.2,320,-5.6,-1.1,-1055,0,3.451
12:22.9,3/5/2019,12:37:00,249053.62,947925.19,64.529,118.4,1.2,320.1,-5.9,-0.4,-1055,0,3.816
12:23.9,3/5/2019,12:37:01,249053.61,947925.25,64.529,119.3,50,320.3,-5.8,-0.6,-1055,0,3.846
12:24.9,3/5/2019,12:37:02,249053.1,947925.31,64.529,119,1.2,320,-5.8,-1.3,-1055,0,3.478
12:25.9,3/5/2019,12:37:03,249053.1,947925.37,64.53,118.4,1.2,319.7,-5.6,-0.7,-1055,0,3.517
12:26.9,3/5/2019,12:37:04,249052.38,947925.25,64.53,118.6,1.2,319.5,-5.7,-0.1,-1055,0,2.876
12:27.9,3/5/2019,12:37:05,249052.43,947925.3,64.53,118.4,1.3,319.4,-5.8,-0.7,-1055,0,2.948
12:28.9,3/5/2019,12:37:06,249052.62,947925.84,64.53,118.4,1.2,319.5,-5.7,-0.9,-1055,0,3.431
12:29.9,3/5/2019,12:37:07,249052.64,947925.93,64.53,118.7,1.2,319.6,-5.5,-0.6,-1055,0,3.493
12:30.9,3/5/2019,12:37:08,249052.45,947927.1,64.531,118.9,1.2,319.5,-5.5,-0.6,-1055,0,4.07
12:31.9,3/5/2019,12:37:09,249051.89,947927.12,64.532,117.7,1.3,319.8,-5.9,-0.5,-1055,0,3.638
12:32.9,3/5/2019,12:37:10,249051.92,947927.11,64.532,118.5,1.3,320.8,-6,-0.3,-1055,0,3.655
12:33.9,3/5/2019,12:37:11,249051.18,947926.6,64.532,118.3,1.2,321,-6,-1,-1055,0,2.759
12:34.9,3/5/2019,12:37:12,249051.21,947926.66,64.532,118.7,1.3,320.8,-5.9,-1,-1055,0,2.817
12:35.9,3/5/2019,12:37:13,249050.89,947927.17,64.532,119,1.3,320.2,-5.8,-0.7,-1055,0,2.885
12:36.9,3/5/2019,12:37:14,249050.92,947927.31,64.532,118.7,1.2,319.5,-5.7,-0.6,-1055,0,2.989
12:37.9,3/5/2019,12:37:15,249051.5,947928.82,64.533,118.3,1.2,319.1,-5.8,-0.8,-1056,0,4.378
12:38.9,3/5/2019,12:37:16,249051.48,947928.85,64.533,118.1,1.2,320,-5.5,-0.7,-1056,0,4.379
12:39.9,3/5/2019,12:37:17,249050.9,947928.91,64.534,118.2,1.3,321.4,-5.4,-0.7,-1056,0,3.961
12:40.9,3/5/2019,12:37:18,249050.86,947928.94,64.534,118.3,2,321.5,-5.1,-1.3,-1056,0,3.951
12:41.9,3/5/2019,12:37:19,249049.78,947928.23,64.534,117.9,1.3,320.6,-5,-1.8,-1055,0,2.659
12:42.9,3/5/2019,12:37:20,249050.01,947928.63,64.534,119.1,1.3,319.6,-5.4,-1.4,-1055,0,3.09
12:43.9,3/5/2019,12:37:21,249050.03,947928.73,64.534,118.4,1.2,318.8,-5.5,-0.4,-1055,0,3.16
12:44.9,3/5/2019,12:37:22,249050.47,947929.79,64.535,118.5,1.2,318.6,-5.6,-0.6,-1055,0,4.156
12:45.9,3/5/2019,12:37:23,249050.43,947929.9,64.535,118.5,1.3,319.2,-5.6,-0.7,-1055,0,4.198
12:46.9,3/5/2019,12:37:24,249049.94,947930.26,64.535,118.4,1.3,320,-5.4,-0.8,-1056,0,4.033
12:47.9,3/5/2019,12:37:25,249049.91,947930.3,64.535,118.6,1.2,320.7,-5.5,-1,-1056,0,4.031
12:48.9,3/5/2019,12:37:26,249049.29,947929.3,64.535,118.3,1.3,320.8,-5.6,-1,-1055,0,2.934
12:49.9,3/5/2019,12:37:27,249049.26,947929.41,64.535,118.1,1.3,320,-5.7,-0.8,-1055,0,2.967
12:50.9,3/5/2019,12:37:28,249049.16,947929.41,64.535,118.4,1.3,319.2,-5.8,-0.9,-1055,0,2.893
12:51.9,3/5/2019,12:37:29,249049.12,947929.55,64.535,118.2,1.3,318.8,-5.5,-1.4,-1055,0,2.952
12:52.9,3/5/2019,12:37:30,249049.36,947930.94,64.536,117.8,1.3,319,-5.4,-1.3,-1055,0,3.992
12:53.9,3/5/2019,12:37:31,249049.38,947931.04,64.536,118.8,1.2,319.1,-5.2,-1.4,-1056,0,4.071
12:54.9,3/5/2019,12:37:32,249049.3,947931.1,64.536,118.2,1.2,319.6,-5.2,-0.9,-1056,0,4.044
12:55.9,3/5/2019,12:37:33,249048.51,947930.21,64.536,118.4,1.2,321.5,-5.5,-1,-1056,0,2.869
12:56.9,3/5/2019,12:37:34,249048.46,947930.3,64.536,118.4,1.3,322.1,-5.7,-1.3,-1055,0,2.887
12:57.9,3/5/2019,12:37:35,249048.08,947930.2,64.536,118.2,1.4,321.1,-5.4,-1.4,-1055,0,2.527
12:58.9,3/5/2019,12:37:36,249048.03,947930.33,64.537,118.5,1.2,319.6,-5.3,-0.9,-1055,0,2.57
12:59.9,3/5/2019,12:37:37,249048.92,947931.27,64.537,118.2,1.2,318.4,-5.3,-0.9,-1055,0,3.851
13:00.9,3/5/2019,12:37:38,249048.82,947931.37,64.537,118.6,1.2,318.4,-5.2,-1.4,-1056,0,3.827
13:01.9,3/5/2019,12:37:39,249048.64,947931.91,64.537,118.4,1.1,319.8,-5.1,-1.6,-1056,0,4.017
13:02.9,3/5/2019,12:37:40,249047.86,947930.9,64.537,118.1,1.2,321,-5.3,-1.3,-1055,0,2.787
13:03.9,3/5/2019,12:37:41,249047.78,947930.96,64.537,118.4,1.2,321.3,-5.1,-1.4,-1055,0,2.76
13:04.9,3/5/2019,12:37:42,249047.89,947930.51,64.537,118.4,1.3,320.9,-5,-1.5,-1055,0,2.568
13:05.9,3/5/2019,12:37:43,249047.8,947930.65,64.537,118.3,1.2,320.3,-4.9,-1.1,-1056,0,2.579
13:06.9,3/5/2019,12:37:44,249048.37,947931.86,64.538,118.5,1.2,320.5,-5.1,-1.2,-1056,0,3.778
13:07.9,3/5/2019,12:37:45,249048.26,947931.97,64.538,118.4,1.4,320.9,-5,-1.6,-1055,0,3.754
13:08.9,3/5/2019,12:37:46,249048.1,947932.17,64.538,118.2,1.2,320.5,-5,-1.6,-1055,0,3.754
13:09.9,3/5/2019,12:37:47,249047.99,947932.22,64.538,118.4,1.3,319.4,-5.1,-1.1,-1055,0,3.7
13:10.9,3/5/2019,12:37:48,249047.62,947931.36,64.538,118.1,1.3,318.5,-5.2,-1,-1055,0,2.872
13:11.9,3/5/2019,12:37:49,249047.5,947931.45,64.538,118.1,1.2,318.3,-5,-1,-1055,0,2.838
13:12.9,3/5/2019,12:37:50,249047.16,947932.07,64.538,118.1,1.2,318.6,-4.8,-0.8,-1055,0,2.953
13:13.9,3/5/2019,12:37:51,249047.66,947932.79,64.539,118.2,1.2,319.4,-4.7,-1.1,-1055,0,3.789
13:14.9,3/5/2019,12:37:52,249047.6,947932.88,64.539,118.1,1.2,319.8,-4.6,-1.5,-1056,0,3.793
13:15.9,3/5/2019,12:37:53,249047.61,947933.15,64.539,118.4,1.3,320,-4.5,-1.1,-1056,0,3.968
13:16.9,3/5/2019,12:37:54,249047.49,947933.19,64.539,118.4,1.1,320,-4.6,-1.1,-1055,0,3.897
13:17.9,3/5/2019,12:37:55,249047.89,947934.54,64.54,118.3,1.1,319.5,-4.9,-1.3,-1055,0,5.044
13:18.9,3/5/2019,12:37:56,249047.81,947934.63,64.54,118.2,1.2,319.4,-5,-1.2,-1056,0,5.038
13:19.9,3/5/2019,12:37:57,249047.75,947934.72,64.54,118.1,1.3,319.2,-4.8,-1.4,-1055,0,5.048
13:20.9,3/5/2019,12:37:58,249047.7,947934.81,64.54,118.2,1.1,318.9,-4.7,-1.1,-1055,0,5.061
13:21.9,3/5/2019,12:37:59,249048.09,947934.27,64.54,118.5,1.1,319,-4.8,-1,-1055,0,5.039
13:22.9,3/5/2019,12:38:00,249048.02,947934.39,64.54,118.3,50,319.3,-4.9,-1,-1055,0,5.058
13:23.9,3/5/2019,12:38:01,249047.43,947934.95,64.541,118.3,1.1,319.4,-5.1,-1,-1055,0,4.933
13:24.9,3/5/2019,12:38:02,249049.02,947933.78,64.539,118.2,1.1,319.3,-4.9,-0.9,-1056,0,5.471
13:25.9,3/5/2019,12:38:03,249048.95,947933.83,64.539,118.2,50,319.8,-4.7,-0.9,-1056,0,5.448
13:26.9,3/5/2019,12:38:04,249049.55,947934.67,64.539,118.7,1,321,-4.8,-1,-1055,0,6.433
13:27.9,3/5/2019,12:38:05,249049.48,947934.75,64.539,118.4,1.1,321.1,-5,-1,-1055,0,6.427
13:28.9,3/5/2019,12:38:06,249049.14,947934.19,64.539,118.4,1,320.2,-5.2,-0.9,-1055,0,5.819
13:29.9,3/5/2019,12:38:07,249049.07,947934.27,64.539,118.5,1.1,319.1,-4.9,-0.7,-1056,0,5.811
13:30.9,3/5/2019,12:38:08,249047.31,947934.66,64.54,118.4,1.1,319.1,-4.9,-0.6,-1056,0,4.661
13:31.9,3/5/2019,12:38:09,249047.27,947934.73,64.54,118.2,1,320,-4.8,-0.8,-1056,0,4.676
13:32.9,3/5/2019,12:38:10,249047.2,947934.79,64.541,118.7,1.1,320.2,-4.9,-0.9,-1055,0,4.657
13:33.9,3/5/2019,12:38:11,249047.12,947934.88,64.541,118.4,1,319.8,-5.2,-0.7,-1055,0,4.646
13:34.9,3/5/2019,12:38:12,249047.06,947934.96,64.541,118.4,1,319.5,-5.2,-0.7,-1055,0,4.648
13:35.9,3/5/2019,12:38:13,249046.99,947935.04,64.541,118.1,50,319.2,-5.4,-0.9,-1056,0,4.64
13:36.9,3/5/2019,12:38:14,249046.95,947935.13,64.541,118.9,50,320.4,-5.3,-0.8,-1056,0,4.667
13:37.9,3/5/2019,12:38:15,249044.62,947935.22,64.543,118.4,1.1,322.1,-5.6,-0.7,-1056,0,2.882
13:38.9,3/5/2019,12:38:16,249044.57,947935.31,64.543,118.2,1.1,322.8,-5.7,-1,-1056,0,2.899
13:39.9,3/5/2019,12:38:17,249044.28,947934.6,64.542,118.2,1.1,322.3,-5.8,-1.2,-1055,-3,2.232
13:40.9,3/5/2019,12:38:18,249044.18,947934.66,64.542,118.1,1.2,321.5,-5.4,-1.2,-1055,-3,2.187
13:41.9,3/5/2019,12:38:19,249044.37,947934.14,64.542,118,1.2,321.1,-5.3,-1.5,-1056,0,2.023
13:42.9,3/5/2019,12:38:20,249044.3,947934.18,64.542,118.3,1.1,321.5,-5.5,-0.8,-1056,0,1.986
13:43.9,3/5/2019,12:38:21,249044.69,947934.53,64.542,118.5,1.2,322.3,-5.5,-1,-1055,0,2.508
13:44.9,3/5/2019,12:38:22,249044.64,947934.63,64.542,118.2,1.2,322.1,-5.7,-1.5,-1055,-3,2.54
13:45.9,3/5/2019,12:38:23,249045.12,947934.68,64.542,118.3,1.1,321.3,-5.5,-1.4,-1055,0,2.945
13:46.9,3/5/2019,12:38:24,249045.06,947935.22,64.542,118.2,1.1,321,-5.2,-1.5,-1055,0,3.234
13:47.9,3/5/2019,12:38:25,249044.98,947935.3,64.542,118.2,1.1,321,-5.2,-1.7,-1055,0,3.214
13:48.9,3/5/2019,12:38:26,249045.06,947935.76,64.543,118.1,1.1,320.4,-5.5,-1.5,-1055,-3,3.557
13:49.9,3/5/2019,12:38:27,249044.98,947935.8,64.543,118.2,1.1,319.8,-5.7,-1.4,-1055,0,3.523
13:50.9,3/5/2019,12:38:28,249044.91,947935.87,64.543,118.3,1.1,320.2,-5.4,-1.6,-1055,-3,3.515
13:51.9,3/5/2019,12:38:29,249044.83,947935.97,64.543,118.1,1.1,320.6,-5.3,-1.9,-1055,-3,3.51
13:52.9,3/5/2019,12:38:30,249044.17,947935.96,64.543,118.5,1.1,320.3,-5.4,-1.6,-1055,0,2.985
13:53.9,3/5/2019,12:38:31,249044.07,947936.05,64.544,118.5,1,319.8,-5.4,-1.4,-1055,0,2.96
13:54.9,3/5/2019,12:38:32,249044.64,947936.69,64.544,118.4,1,320.1,-5.5,-1.6,-1056,0,3.808
13:55.9,3/5/2019,12:38:33,249044.59,947936.78,64.544,118.5,1,321.2,-5.5,-1.8,-1055,-3,3.821
13:56.9,3/5/2019,12:38:34,249044.65,947936.45,64.543,118.2,1,322,-5.4,-1.6,-1056,0,3.665
13:57.9,3/5/2019,12:38:35,249044.1,947935.64,64.543,118.3,1.1,322.6,-5.2,-1.3,-1056,-3,2.732
13:58.9,3/5/2019,12:38:36,249044.03,947935.74,64.543,118.5,1.1,322.8,-5.1,-1.6,-1056,0,2.739
13:59.9,3/5/2019,12:38:37,249044.35,947935.75,64.543,118.2,1.2,322.7,-5.2,-2,-1055,0,2.997
14:00.9,3/5/2019,12:38:38,249044.26,947935.86,64.543,118.2,1.8,321.7,-5.4,-2.2,-1055,0,2.994
14:01.9,3/5/2019,12:38:39,249044.97,947936.09,64.543,118.4,1.1,320.9,-5.5,-1.3,-1055,-3,3.695
14:02.9,3/5/2019,12:38:40,249044.9,947936.12,64.543,118.6,1.1,320.8,-5.3,-1.1,-1055,0,3.66
14:03.9,3/5/2019,12:38:41,249045.09,947936.1,64.543,118.8,1.1,320.6,-5.4,-1.7,-1055,0,3.796
14:04.9,3/5/2019,12:38:42,249045.03,947936.14,64.543,118.4,1.1,320.8,-5.5,-1.8,-1055,0,3.769
14:05.9,3/5/2019,12:38:43,249044.72,947934.95,64.542,118.7,1,320.4,-5.3,-1.7,-1055,-3,2.795
14:06.9,3/5/2019,12:38:44,249044.68,947935,64.542,118.4,0.9,320.5,-5.3,-0.9,-1055,-3,2.801
14:07.9,3/5/2019,12:38:45,249044.69,947935.05,64.542,118.6,50,320.7,-5.2,-1.5,-1055,0,2.831
14:08.9,3/5/2019,12:38:46,249045.43,947935.45,64.542,118.7,0.8,321,-5.4,-1.7,-1055,0,3.661
14:09.9,3/5/2019,12:38:47,249045.42,947935.5,64.542,118.7,0.7,322,-5.6,-1.4,-1055,0,3.684
14:10.9,3/5/2019,12:38:48,249045.44,947935.1,64.542,118.5,0.7,322.1,-4.5,-1,-1055,-3,3.455
14:11.9,3/5/2019,12:38:49,249045.38,947935.07,64.542,118.7,0.7,321.7,-2.5,-1.3,-1055,-3,3.394
14:12.9,3/5/2019,12:38:50,249045.24,947934.41,64.541,118.6,0.7,320.1,0,-1.3,-1055,-3,2.879
14:13.9,3/5/2019,12:38:51,249045.19,947934.43,64.542,118.5,0.7,318.8,1.1,-1.5,-1055,-3,2.846
14:14.9,3/5/2019,12:38:52,249045.91,947934.39,64.541,118.6,0.7,318.7,1.2,-1.7,-1055,-3,3.384
14:15.9,3/5/2019,12:38:53,249045.9,947934.41,64.541,118.4,21.3,318.7,1.2,-1.1,-1055,-3,3.392
14:16.9,3/5/2019,12:38:54,249045.83,947936.19,64.543,118.5,18,318.7,1.2,0,-1055,-3,4.438
14:17.9,3/5/2019,12:38:55,249045.81,947936.17,64.543,118.7,21.2,318.7,1.2,0.3,-1055,-3,4.404
14:18.9,3/5/2019,12:38:56,249045.77,947936.15,64.543,118.7,20.4,318.7,1.1,0.1,-1055,-3,4.363
14:19.9,3/5/2019,12:38:57,249043.65,947936.02,64.544,118.9,20.7,318.7,0.9,-0.3,-1055,-3,2.606
14:20.9,3/5/2019,12:38:58,249043.6,947936.03,64.544,118.5,20.4,318.7,0.6,-0.5,-1055,-3,2.579
14:21.9,3/5/2019,12:38:59,249043.36,947935.46,64.543,118.4,20.7,318.7,0.4,-0.4,-1055,-6,2.04
14:22.9,3/5/2019,12:39:00,249043.36,947935.51,64.544,118.5,22.4,318.7,0.6,-0.3,-1055,-3,2.069
14:23.9,3/5/2019,12:39:01,249044.41,947936.32,64.544,118.5,21.3,318.4,1.2,-0.2,-1055,-3,3.392
14:24.9,3/5/2019,12:39:02,249044.35,947936.36,64.544,118.5,20.9,318.4,1.2,0,-1055,-6,3.366
14:25.9,3/5/2019,12:39:03,249043.74,947936.8,64.544,118.4,20.3,318.4,1.1,0,-1055,-3,3.16
14:26.9,3/5/2019,12:39:04,249043.67,947936.79,64.544,118.4,18.3,318.4,1.3,-0.1,-1055,-3,3.098
14:27.9,3/5/2019,12:39:05,249043.11,947935.45,64.544,118.7,19.2,318.4,1.4,0,-1055,-3,1.834
